station,date,file_id,file,pod,minutes_on,min_temp,max_temp,minutes_lying,n_clicks,dph,n_encounters,dps,n_trains,remove
1014,2011-09-29,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0,3.4,0,0,0,0,0,0,FALSE
1014,2011-09-30,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0,3.2,0,0,0,0,0,0,FALSE
1014,2011-10-01,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0,3,0,0,0,0,0,0,FALSE
1014,2011-10-02,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0,3.4,0,0,0,0,0,0,FALSE
1014,2011-10-03,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.2,3.8,0,0,0,0,0,0,FALSE
1014,2011-10-04,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,4.2,0,0,0,0,0,0,FALSE
1014,2011-10-05,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.6,4.6,0,0,0,0,0,0,FALSE
1014,2011-10-06,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.2,4.8,0,0,0,0,0,0,FALSE
1014,2011-10-07,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.6,4.8,0,0,0,0,0,0,FALSE
1014,2011-10-08,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.6,4.6,0,0,0,0,0,0,FALSE
1014,2011-10-09,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.2,4.6,0,0,0,0,0,0,FALSE
1014,2011-10-10,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.2,5.2,0,0,0,0,0,0,FALSE
1014,2011-10-11,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.2,4.8,0,0,0,0,0,0,FALSE
1014,2011-10-12,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.8,4.2,0,0,0,0,0,0,FALSE
1014,2011-10-13,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,4,0,0,0,0,0,0,FALSE
1014,2011-10-14,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,3.4,0,0,0,0,0,0,FALSE
1014,2011-10-15,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,3.4,0,0,0,0,0,0,FALSE
1014,2011-10-16,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,3.4,0,0,0,0,0,0,FALSE
1014,2011-10-17,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.2,3.4,0,0,0,0,0,0,FALSE
1014,2011-10-18,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.2,3,0,0,0,0,0,0,FALSE
1014,2011-10-19,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.2,3.8,0,0,0,0,0,0,FALSE
1014,2011-10-20,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1,4.2,0,18,1,1,2,2,FALSE
1014,2011-10-21,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1.2,4.2,0,0,0,0,0,0,FALSE
1014,2011-10-22,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1,4.2,0,0,0,0,0,0,FALSE
1014,2011-10-23,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,1,4,0,0,0,0,0,0,FALSE
1014,2011-10-24,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,3.8,0,0,0,0,0,0,FALSE
1014,2011-10-25,101402,101402-B 2011 07 20 POD1235 file01.CP3,POD1235,1440,0.4,3.4,0,0,0,0,0,0,FALSE
